appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
595140,Immortal Redneck,Crema,Crema,,2642,250,0,"100,000 .. 200,000",514,0,512,0,1995,1995,0,14
583470,The End Is Nigh,"Edmund McMillen, Tyler Glaiel","Edmund McMillen, Tyler Glaiel",,2418,162,0,"100,000 .. 200,000",625,0,616,0,1499,1499,0,5
656610,Red Wake Carnage,Racing Bros,ANPA.US,,135,139,0,"100,000 .. 200,000",437,0,456,0,99,99,0,0
940680,The Textorcist: The Story of Ray Bibbia,MorbidWare,Headup,,881,188,0,"100,000 .. 200,000",77,3,80,3,299,1499,80,6
1039890,EARTH DEFENSE FORCE: IRON RAIN,YUKE'S,D3PUBLISHER,,630,432,0,"100,000 .. 200,000",759,0,1309,0,5999,5999,0,10
31220,Sam & Max 301: The Penal Zone,Telltale Games,Skunkape Games,,433,47,0,"100,000 .. 200,000",79,0,150,0,999,999,0,1
39640,AquaNox 2: Revelation,THQ Nordic,THQ Nordic,,158,56,0,"100,000 .. 200,000",0,0,0,0,499,499,0,1
224820,Super House of Dead Ninjas,Megadev,Adult Swim Games,,1515,66,0,"100,000 .. 200,000",214,0,289,0,699,699,0,5
336420,Bloodsports.TV,"Toadman Interactive, Fatshark",Fatshark,,432,132,0,"100,000 .. 200,000",135,0,162,0,999,999,0,0
759530,Struckd - 3D Game Creator,Struckd AG,Struckd AG,,204,183,0,"100,000 .. 200,000",52,0,92,0,0,0,0,0
799640,Dungeon Munchies,maJAJa,maJAJa,,4999,136,0,"100,000 .. 200,000",355,0,418,0,1999,1999,0,24
1012560,Snakeybus,"Stovetop, LLC","Stovetop, LLC",,1767,137,0,"100,000 .. 200,000",24,0,36,0,999,999,0,6
1067600,The Defender: Farm and Castle,Kobsoft Kitti,Kobsoft Kitti,,912,105,0,"100,000 .. 200,000",0,0,0,0,0,0,0,2
1186040,Worms Rumble,Team17 Digital,Team17 Digital,,1206,663,0,"100,000 .. 200,000",127,0,185,0,149,1499,90,11
237740,Angry Video Game Nerd Adventures,FreakZone Games,Screenwave Media,,2732,348,0,"100,000 .. 200,000",183,0,200,0,499,499,0,6
285820,Action Henk,RageSquid,RageSquid,,711,95,0,"100,000 .. 200,000",161,0,119,0,1499,1499,0,2
11280,Penguins Arena: Sedna's World,Frogames,Frogames,,1125,134,0,"100,000 .. 200,000",291,0,304,0,599,599,0,1
15000,Tom Clancy's Rainbow Six Lockdown,Red Storm Entertainment,Ubisoft,,196,136,0,"100,000 .. 200,000",113,0,113,0,999,999,0,4
397040,Sphere III: Rage of the Devastator,GameXP.com,GameXP.com,,198,197,0,"100,000 .. 200,000",43,0,55,0,0,0,0,9
455440,Spell Fighter VR,Kubold,Kubold,,253,115,0,"100,000 .. 200,000",18,0,25,0,0,0,0,0
766370,Dying Light: Bad Blood,Techland,Techland Publishing,,2532,1084,0,"100,000 .. 200,000",333,0,183,0,0,0,0,4
938220,TAPSONIC BOLD,NEOWIZ,NEOWIZ,,869,295,0,"100,000 .. 200,000",686,0,686,0,1999,1999,0,2
956680,M.A.S.S. Builder,Vermillion Digital,Sekai Project,,2824,322,0,"100,000 .. 200,000",747,123,562,143,2499,2499,0,40
1152090,Elmarion: Dragon time,Fleon Games,Fleon Games,,431,118,0,"100,000 .. 200,000",303,0,303,0,1499,1499,0,1
1392750,Lost Patrol,Shadow Development,Pixel Games UK,,1,5,0,"100,000 .. 200,000",0,0,0,0,599,599,0,0
1371690,GRAVEN,Slipgate Ironworks™,"3D Realms, Fulqrum Publishing",,430,184,0,"100,000 .. 200,000",0,0,0,0,1999,2499,20,5
1784160,Ilum,M506 Tec,M506 Tec,,1,1,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,0
259510,Shufflepuck Cantina Deluxe,Agharta Studio,Agharta Studio,,439,82,0,"100,000 .. 200,000",420,0,409,0,999,999,0,0
359600,Assassin’s Creed Chronicles: Russia,Climax Studios,Ubisoft Entertainment,,540,355,0,"100,000 .. 200,000",142,0,197,0,999,999,0,2
467380,Khimera: Destroy All Monster Girls,Suits &amp; Sandals,Suits &amp; Sandals,,1239,57,0,"100,000 .. 200,000",3,0,3,0,0,0,0,1
493710,Laraan,Flynn's Arcade,Flynn's Arcade,,123,131,0,"100,000 .. 200,000",239,0,230,0,499,499,0,0
653120,RockShot,Soleil Ltd.,Soleil Ltd.,,172,199,0,"100,000 .. 200,000",70,0,118,0,0,0,0,0
1239430,Population Zero,Enplex Games LLC,Enplex Games LLC,,474,732,0,"100,000 .. 200,000",868,0,868,0,0,0,0,0
1480410,Sentinel: Cursed Knight,Sentinel Studios,Sentinel Studios,,15,4,0,"100,000 .. 200,000",0,0,0,0,499,499,0,1
3270,Painkiller Overdose,Mindware Studios,Prime Matter,,670,234,0,"100,000 .. 200,000",70,0,122,0,99,499,80,4
10130,TimeShift,Saber Interactive,Activision,,879,237,0,"100,000 .. 200,000",34,0,57,0,1999,1999,0,4
257120,Not The Robots,2DArray,tinyBuild,,445,111,0,"100,000 .. 200,000",243,0,236,0,249,999,75,2
597230,Shotgun Legend,Jonathan Tindell,Wastebasket Games,,648,63,0,"100,000 .. 200,000",275,0,281,0,49,99,51,3
1117420,Bryce's Movement Engine¹,Brilliance Games,Brilliance Games,,21,3,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1399590,Strike Buster Prototype,ZeroCastle Game Studios,BD Games,,563,76,0,"100,000 .. 200,000",0,0,0,0,399,399,0,2
1375740,Surviv.io - 2D Battle Royale,"Kongregate, Inc.","Kongregate, Inc.",,1764,648,0,"100,000 .. 200,000",264,0,28,0,0,0,0,59
1809420,Shankaram: CODE REBORN,"Gloac Games, Gloac",Gloac,,1,4,0,"100,000 .. 200,000",0,0,0,0,899,899,0,0
1300,SiN Episodes: Emergence,Ritual Entertainment,Ritual Entertainment,,784,92,0,"100,000 .. 200,000",35,0,60,0,999,999,0,3
39630,AquaNox,THQ Nordic,THQ Nordic,,224,88,0,"100,000 .. 200,000",0,0,0,0,499,499,0,1
57680,The First Templar - Steam Special Edition,Haemimont Games,Kalypso Media Digital,,637,257,0,"100,000 .. 200,000",191,0,270,0,999,999,0,0
211580,Wanderlust: Rebirth,Yeti Trunk,Chucklefish,,254,243,0,"100,000 .. 200,000",135,0,128,0,499,499,0,1
253410,Ravensword: Shadowlands,Crescent Moon Games,Crescent Moon Games,,252,247,0,"100,000 .. 200,000",6,0,6,0,699,699,0,0
416590,Emily Wants To Play,Shawn Hitchcock,Hitchcock Games,,1380,365,0,"100,000 .. 200,000",67,0,85,0,249,499,50,5
393930,RoShamBo,Blam! Games LLC,Blam! Games LLC,,282,160,0,"100,000 .. 200,000",49,0,43,0,0,0,0,0
567290,Slash It,EGAMER,EGAMER,,994,139,0,"100,000 .. 200,000",223,0,235,0,1099,1099,0,0
1089650,Project Zero Deaths,UAB Detis,UAB Detis,,428,117,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1304450,Die Again,VarnGameDev,Catness Game Studios SL,,118,19,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1563800,Traffic City,ChangeMe,ChangeMe,,17,6,0,"100,000 .. 200,000",0,0,0,0,99,99,0,1
1740720,Have a Nice Death,Magic Design Studios,Gearbox Publishing,,3906,639,0,"100,000 .. 200,000",287,0,369,0,1199,1499,20,155
7860,NecroVision,The Farm 51,Fulqrum Publishing,,884,415,0,"100,000 .. 200,000",132,0,178,0,99,499,80,7
346180,David.,Fermenter Games,Fermenter Games,,569,158,0,"100,000 .. 200,000",145,0,199,0,199,199,0,1
378270,Putrefaction,Kazakov Oleg,Kazakov Oleg,,292,133,0,"100,000 .. 200,000",203,0,215,0,99,99,0,1
446620,Zombie Training Simulator,"Acceleroto, Inc.","Acceleroto, Inc.",,507,50,0,"100,000 .. 200,000",1151,0,1831,0,1999,1999,0,1
464700,Maui,Kokua Games,Kokua Games,,190,190,0,"100,000 .. 200,000",7,0,6,0,0,0,0,0
468490,Neon Space,EGAMER,EGAMER,,380,134,0,"100,000 .. 200,000",254,0,251,0,1099,1099,0,1
508180,Fly and Destroy,EGAMER,EGAMER,,157,98,0,"100,000 .. 200,000",307,0,252,0,1099,1099,0,0
496620,Monster Slayers,Nerdook Productions,Digerati,,890,228,0,"100,000 .. 200,000",172,0,281,0,134,899,85,11
531960,Bloody Walls,L. Stotch,L. Stotch,,931,263,0,"100,000 .. 200,000",20,0,14,0,0,0,0,0
530950,Tower 57,Pixwerk,11 bit studios,,425,243,0,"100,000 .. 200,000",74,0,73,0,1199,1199,0,1
1167450,DAEMON X MACHINA,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc., Marvelous",,4949,622,0,"100,000 .. 200,000",918,0,1555,0,4999,4999,0,23
1477630,Swing Dunk,BucketPlay.inc,BucketPlay.inc,,305,103,0,"100,000 .. 200,000",0,0,0,0,0,0,0,7
1627120,Operation Body Count,Capstone Software,Ziggurat,,8,4,0,"100,000 .. 200,000",0,0,0,0,699,699,0,0
360150,How To Survive: Third Person Standalone,Eko Software,505 Games,,700,535,0,"100,000 .. 200,000",189,0,237,0,199,999,80,2
409690,Pink Heaven,Studio Pixel,PLAYISM,,644,73,0,"100,000 .. 200,000",11,0,11,0,0,0,0,0
461520,Grizzly Valley,The_Kiddy,The_Kiddy,,92,139,0,"100,000 .. 200,000",133,195,195,195,54,499,89,1
525360,Shio,Coconut Island Studio,Coconut Island Games,,1166,311,0,"100,000 .. 200,000",239,0,312,0,1199,1199,0,1
725480,Slap City,Ludosity,Ludosity,,2620,144,0,"100,000 .. 200,000",313,0,297,0,1999,1999,0,15
1196630,Nexomon: Extinction,VEWO Interactive Inc.,"PQube, VEWO Interactive Inc.",,2065,167,0,"100,000 .. 200,000",935,0,935,0,1999,1999,0,26
36000,Foreign Legion: Buckets of Blood,Sakari Games,Sakari Games,,189,118,0,"100,000 .. 200,000",67,0,44,0,399,399,0,0
206370,Tales From Space: Mutant Blobs Attack,DrinkBox Studios,DrinkBox Studios,,692,69,0,"100,000 .. 200,000",562,0,208,0,999,999,0,6
255870,PixelJunk Shooter,"Double Eleven, Q-Games Ltd.",Double Eleven,,492,58,0,"100,000 .. 200,000",256,0,317,0,899,899,0,1
302250,Manhunter,Silden,KISS ltd,,233,516,0,"100,000 .. 200,000",119,0,229,0,0,0,0,0
357070,UBERMOSH,Walter Machado,Walter Machado,,2355,285,0,"100,000 .. 200,000",153,203,177,203,49,99,51,6
212030,Kung Fu Strike - The Warrior's Rise,Qooc Software,Qooc Software,,849,230,0,"100,000 .. 200,000",98,0,151,0,999,999,0,0
390030,DESYNC,The Foregone Syndicate,Adult Swim Games,,385,96,0,"100,000 .. 200,000",11,0,13,0,1499,1499,0,1
411480,BATTLECREW Space Pirates,DONTNOD ELEVEN,DONTNOD ELEVEN,,104,86,0,"100,000 .. 200,000",7,0,8,0,0,0,0,0
513620,SkyTime,"Alexey Khazov, Cristian Ionescu, Lars van Dorenvanck, Brandon van Doorn, Joran Vergoessen, Admir Leka",Sometimes You,,120,74,0,"100,000 .. 200,000",217,0,205,0,99,99,0,0
761600,Onimusha: Warlords,"CAPCOM CO., LTD","CAPCOM CO., LTD",,1600,117,0,"100,000 .. 200,000",890,0,1384,0,1999,1999,0,9
1048100,Peekaboo,Redaster Studio,Redaster Studio,,2526,654,0,"100,000 .. 200,000",192,0,208,0,149,599,75,10
337420,Final Dusk,Light Echo,Light Echo,,286,92,0,"100,000 .. 200,000",290,0,310,0,299,299,0,0
416080,The Odyssey: Winds of Athena,Liquid Dragon Studios,Senpai Studios,,344,197,0,"100,000 .. 200,000",186,0,203,0,499,499,0,2
407810,Hard Reset Redux,Flying Wild Hog,Good Shepherd Entertainment,,1548,362,0,"100,000 .. 200,000",183,0,221,0,1999,1999,0,7
455120,Stay Close,Blind Bird,Blind Bird,,969,585,0,"100,000 .. 200,000",154,0,205,0,395,899,56,2
743640,Achievement Clicker,OfficialAndy,MGG Studio,,1877,416,0,"100,000 .. 200,000",81,0,40,0,49,99,51,2
851800,G2 Fighter / 基因特工,一寸光年G2工作室,一寸光年G2工作室,,2440,511,0,"100,000 .. 200,000",486,0,440,0,1599,1599,0,3
1042780,Pine,Twirlbound,Kongregate,,1210,401,0,"100,000 .. 200,000",156,0,160,0,2499,2499,0,4
10220,Postal III,Trashmasters,Akella,,1100,1792,0,"100,000 .. 200,000",332,0,402,0,1199,1199,0,3
31700,Iron Grip: Warlord,ISOTX,ISOTX,,351,58,0,"100,000 .. 200,000",52,0,80,0,0,0,0,2
214590,Fairy Bloom Freesia,Edelweiss,Nyu Media,,912,160,0,"100,000 .. 200,000",248,0,403,0,799,799,0,0
268220,Meltdown,Phenomenon Games,Phenomenon Games,,678,120,0,"100,000 .. 200,000",388,0,423,0,699,699,0,0
283330,Desert Thunder,"Brainbox Games, Hip Games",Funbox Media Ltd,,99,141,0,"100,000 .. 200,000",15,0,15,0,299,299,0,0
311400,OCEAN CITY RACING,"OCR Dev Team, Onur Uça",,,245,450,0,"100,000 .. 200,000",147,0,154,0,199,199,0,1
315650,Deep Under the Sky,"RichMakeGame, Colin Northway",Northway Games,,37,17,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
318220,Enforcer: Police Crime Action,Odin Game Studio,Excalibur Publishing,,1091,1208,0,"100,000 .. 200,000",202,0,260,0,1999,1999,0,3
351820,Z.A.R.,Maddox Games,Nightdive Studios,,45,23,0,"100,000 .. 200,000",0,0,0,0,599,599,0,0
321270,UNLOVED,BlueEagle Productions,Paul Schneider,,851,242,0,"100,000 .. 200,000",407,0,508,0,249,499,50,6
400180,Okhlos: Omega,Coffee Powered Machine,Devolver Digital,,640,185,0,"100,000 .. 200,000",390,0,436,0,1299,1299,0,1
452570,Battle Chef Brigade Deluxe,Trinket Studios,Trinket Studios,,2014,71,0,"100,000 .. 200,000",280,0,331,0,1999,1999,0,11
554800,Masky,Digital Melody,Forever Entertainment S. A.,,114,28,0,"100,000 .. 200,000",226,0,270,0,51,99,48,0
520860,Impulse of War,Dmitry Medvedev,Dmitry Medvedev,,294,154,0,"100,000 .. 200,000",37,0,24,0,0,0,0,0
600140,Belko VR: An Escape Room Experiment,"Top Right Corner, Yarvo Productions, Paper Crane Games",Top Right Corner,,555,89,0,"100,000 .. 200,000",21,0,25,0,0,0,0,0
669290,Espire 1: VR Operative,Digital Lode,Tripwire Presents,,259,227,0,"100,000 .. 200,000",164,0,314,0,2999,2999,0,2
525620,Octogeddon,All Yes Good,All Yes Good,,605,61,0,"100,000 .. 200,000",1323,0,1323,0,888,888,0,31
574980,Them's Fightin' Herds,"Mane6, Inc.",Modus Games,,3250,267,0,"100,000 .. 200,000",414,0,659,0,1999,1999,0,69
1043610,Cold Cable: Lifeshift,TREEWISE,TREEWISE,,13,8,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
1232420,Atlantica Global,"VALOFE, NEXON",VALOFE,,504,267,0,"100,000 .. 200,000",70,0,76,0,0,0,0,175
1329500,SpiderHeck,Neverjam,tinyBuild,,1535,184,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,106
1105500,Yakuza 4 Remastered,Ryu Ga Gotoku Studio,SEGA,,2458,197,0,"100,000 .. 200,000",1539,0,1852,0,1999,1999,0,161
1785530,Starbase Gunship,Mythical City Games, Mythical City Games,,1,0,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
15520,AaAaAA!!! - A Reckless Disregard for Gravity,"Dejobaan Games, LLC","Dejobaan Games, LLC",,597,115,0,"100,000 .. 200,000",38,0,59,0,999,999,0,0
361670,STAR WARS - X-Wing Alliance,Totally Games,"LucasArts, Lucasfilm, Disney",,331,63,0,"100,000 .. 200,000",9,0,17,0,999,999,0,2
284990,Solarix,Pulsetense Games,Playstige Interactive,,265,165,0,"100,000 .. 200,000",230,0,282,0,1999,1999,0,0
330580,Shark Attack Deathmatch 2,Lighthouse Games Studio,Lighthouse Games Studio,,1412,451,0,"100,000 .. 200,000",111,0,116,0,499,499,0,0
664830,Zombotron,Ant.Karlov,Ant.Karlov,,1881,228,0,"100,000 .. 200,000",137,0,192,0,1499,1499,0,15
1101450,Miss Neko,Double W,Toffee Cafe,,2882,317,0,"100,000 .. 200,000",1221,0,122,0,99,99,0,6
1257360,Bloodstained: Curse of the Moon 2,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",,981,132,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,4
1337760,Potion Permit,MassHive Media,PQube,,1202,399,0,"100,000 .. 200,000",1134,343,1312,394,1999,1999,0,421
1450830,At Dead Of Night,Baggy Cat Ltd.,Baggy Cat Ltd.,,1598,103,0,"100,000 .. 200,000",893,0,893,0,1124,1499,25,19
1457930,Red Rage,Snakebite Studios,Snakebite Studios,,31,6,0,"100,000 .. 200,000",0,0,0,0,299,299,0,0
2008330,Lost in Hell,Luan Prates de Souza,Luan Prates de Souza,,5,8,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
18040,DeathSpank,Hothead Games,Electronic Arts,,740,44,0,"100,000 .. 200,000",296,0,504,0,1499,1499,0,2
33180,Zombie Shooter 2,Sigma Team Inc.,Sigma Team Inc.,,501,137,0,"100,000 .. 200,000",147,0,289,0,999,999,0,4
71260,Space Channel 5: Part 2,SEGA,SEGA,,1369,167,0,"100,000 .. 200,000",246,0,347,0,799,799,0,3
207040,Sine Mora,Digital Reality,HandyGames,,758,171,0,"100,000 .. 200,000",256,0,233,0,999,999,0,2
282010,Carmageddon Max Pack,Stainless Games Ltd,THQ Nordic,,629,80,0,"100,000 .. 200,000",118,0,160,0,999,999,0,4
312200,Chasm,"Bit Kid, Inc.","Bit Kid, Inc.",,1496,578,0,"100,000 .. 200,000",262,0,214,0,799,1999,60,20
329650,NAM,TNT Team,Ziggurat,,181,64,0,"100,000 .. 200,000",17,0,17,0,699,699,0,0
367600,Skyshine's BEDLAM,Skyshine Games,Versus Evil,,517,362,0,"100,000 .. 200,000",106,0,128,0,0,0,0,0
423810,Marooners,M2H,M2H,,430,230,0,"100,000 .. 200,000",131,0,167,0,999,999,0,1
411830,SENRAN KAGURA SHINOVI VERSUS,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,3483,191,0,"100,000 .. 200,000",404,0,389,0,1999,1999,0,9
324520,Defense Zone 3 Ultra HD,Artem Kotov,Artem Kotov,,319,76,0,"100,000 .. 200,000",0,0,0,0,999,999,0,20
331690,Crossing Souls,Fourattic,Devolver Digital,,1079,284,0,"100,000 .. 200,000",398,0,517,0,1499,1499,0,2
1055430,Swords and Sandals Classic Collection,Whiskeybarrel Studios,eGames.com,,1464,110,0,"100,000 .. 200,000",190,0,336,0,999,999,0,41
1122720,Sayonara Wild Hearts,Simogo,Annapurna Interactive,,6524,188,0,"100,000 .. 200,000",104,0,128,0,1299,1299,0,7
1572470,Höll Space 5D6,5D6 Games,5D6 Games,,7,4,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
288370,Strike Suit Zero: Director's Cut,Born Ready Games,Born Ready Games,,267,63,0,"100,000 .. 200,000",632,0,632,0,1999,1999,0,1
332400,Girlfriend Rescue,Aldorlea Games,Aldorlea Games,,174,32,0,"100,000 .. 200,000",14,0,14,0,54,499,89,4
398840,War of Beach,LUCKY GIRLS LIMITED,LUCKY GIRLS LIMITED,,277,238,0,"100,000 .. 200,000",46,0,74,0,0,0,0,0
423950,Deadlight: Director's Cut,"Tequila Works, Abstraction Games",Deep Silver,,846,337,0,"100,000 .. 200,000",215,0,298,0,1199,1199,0,1
528610,Double Dragon IV,Arc System Works,Arc System Works,,428,282,0,"100,000 .. 200,000",671,0,671,0,699,699,0,1
996770,Moving Out,"SMG Studio, Devm Games",Team17,,1258,369,0,"100,000 .. 200,000",250,12,266,12,2499,2499,0,20
1101190,Dungeon Defenders: Awakened,Chromatic Games,Chromatic Games,,2690,1347,0,"100,000 .. 200,000",2143,0,2203,0,1979,2999,34,103
1343700,Break Space: Out of Bounds,Magic Fountain Studio,Magic Fountain Studio,,11,1,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
1540150,Crazy Flasher Series 2021,Andy Law,Andy Law,,2102,248,0,"100,000 .. 200,000",133,0,55,0,99,99,0,23
1296360,Archvale,idoz &amp; phops,Humble Games,,1331,149,0,"100,000 .. 200,000",558,0,558,0,1499,1499,0,9
1972440,Shotgun King: The Final Checkmate,PUNKCAKE Delicieux,PUNKCAKE Delicieux,,1777,148,0,"100,000 .. 200,000",57,8,63,8,599,599,0,57
1891010,Expansion Core,CandleBird,CandleBird,,5,0,0,"100,000 .. 200,000",0,0,0,0,499,499,0,1
239800,Bleed,Ian Campbell,Ian Campbell,,1720,132,0,"100,000 .. 200,000",86,0,77,0,499,499,0,2
339120,Fork Parker's Holiday Profit Hike,Dodge Roll,Devolver Digital,,561,111,0,"100,000 .. 200,000",90,0,150,0,0,0,0,0
350740,The Bug Butcher,Awfully Nice Studios,Awfully Nice Studios,,1047,109,0,"100,000 .. 200,000",230,6,293,6,799,799,0,3
389160,Shadow Ninja: Apocalypse,Boogygames Studios,Boogygames Studios,,99,67,0,"100,000 .. 200,000",213,0,226,0,199,199,0,0
535520,Nidhogg 2,Messhof,Messhof,,852,194,0,"100,000 .. 200,000",132,0,138,0,1499,1499,0,7
431650,Phoning Home,ION LANDS,ION LANDS,,631,281,0,"100,000 .. 200,000",314,0,407,0,999,999,0,2
822710,Clash: Mutants Vs Pirates,NewGen,NewGen,,67,34,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
801630,UNDER NIGHT IN-BIRTH Exe:Late[cl-r],FRENCH-BREAD,Arc System Works,,2890,183,0,"100,000 .. 200,000",675,0,623,0,2499,2499,0,50
1142100,WWE 2K BATTLEGROUNDS,Saber Interactive,2K,,487,367,0,"100,000 .. 200,000",0,0,0,0,3999,3999,0,3
1551920,Whisper Trip,Walnut LLC,Walnut LLC,,34,20,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
1764910,Spooky Horror Game,Joshua Krauchi,Joshua Krauchi,,2,0,0,"100,000 .. 200,000",0,0,0,0,299,299,0,0
67000,The Polynomial - Space of the music,Dmytry Lavrov,Dmytry Lavrov,,354,130,0,"100,000 .. 200,000",159,0,32,0,699,699,0,0
111400,Bunch of Heroes,Nimble Giant Entertainment,Nimble Giant Entertainment,,202,217,0,"100,000 .. 200,000",222,0,324,0,499,499,0,3
301190,Frederic: Resurrection of Music,Forever Entertainment S. A.,Forever Entertainment S. A.,,791,151,0,"100,000 .. 200,000",270,0,197,0,53,299,82,2
302270,Dungeon Defenders Eternity,Nom Nom Games,Trendy Entertainment,,796,799,0,"100,000 .. 200,000",1251,0,927,0,0,0,0,1
340350,Quintet,Carmine T. Guida,Carmine T. Guida,,271,88,0,"100,000 .. 200,000",16,0,23,0,0,0,0,0
283160,House of the Dying Sun,"Marauder Interactive, LLC","Marauder Interactive, LLC",,1448,161,0,"100,000 .. 200,000",62,0,90,0,1999,1999,0,2
744060,Groove Coaster,TAITO CORP.,"Degica, TAITO CORP.",,1004,431,0,"100,000 .. 200,000",142,3,142,3,1999,1999,0,2
855860,Superfighters Deluxe,MythoLogic Interactive,MythoLogic Interactive,,2159,235,0,"100,000 .. 200,000",2321,27,3060,27,999,999,0,34
1176710,Space Crew: Legendary Edition,Runner Duck,Curve Games,,1159,318,0,"100,000 .. 200,000",509,0,717,0,999,2499,60,24
1131190,NERTS! Online,Zachtronics,Zachtronics,,1159,64,0,"100,000 .. 200,000",259,0,308,0,0,0,0,20
219190,Ultratron,Puppygames,Puppygames,,584,69,0,"100,000 .. 200,000",135,0,162,0,649,1299,50,1
258010,Ring Runner: Flight of the Sages,Triple.B.Titles,Triple.B.Titles,,655,128,0,"100,000 .. 200,000",106,0,122,0,499,499,0,2
285090,Robowars,N-Game Studios,N-Game Studios,,126,153,0,"100,000 .. 200,000",244,0,262,0,399,399,0,0
346630,Plazma Being,Felix Wunderlich,Felix Wunderlich,,296,94,0,"100,000 .. 200,000",289,0,276,0,499,499,0,0
352160,Curse of Mermos,TEAM101,TEAM101,,152,112,0,"100,000 .. 200,000",14,0,15,0,0,0,0,0
394540,Spaceport Hope,team BitClub,"team BitClub , Sunken Treasure Games",,358,108,0,"100,000 .. 200,000",280,0,269,0,199,199,0,0
745880,Touhou Tenkuushou ~ Hidden Star in Four Seasons.,上海アリス幻樂団,"Mediascape Co., Ltd.",,4396,64,0,"100,000 .. 200,000",213,0,358,0,1499,1499,0,6
1184160,RUSSIAPHOBIA,European Flameworms,Union Onion,,3237,1382,0,"100,000 .. 200,000",60,0,27,0,99,99,0,3
663760,Outgun,"Fabiana Cecin, Niko Ritari, Jani Rivinoja",Onlumi.dev,,14,3,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1232410,孙美琪疑案 第二季,QZQ Studio,"H.P.Y.S,LLC",,8,6,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1718570,ASTLIBRA Revision,KEIZO,WhisperGames,,697,30,0,"100,000 .. 200,000",1111,1111,2031,2031,2499,2499,0,1460
269490,Bardbarian,TreeFortress Games,TreeFortress Games,,1293,164,0,"100,000 .. 200,000",277,0,296,0,799,799,0,1
411330,Men of Valor,2015,THQ Nordic,,333,146,0,"100,000 .. 200,000",1101,0,1101,0,999,999,0,4
385560,Shadow Complex Remastered,ChAIR Entertainment,Epic Games,,705,131,0,"100,000 .. 200,000",181,0,264,0,1499,1499,0,2
394160,ARCADE GAME SERIES: PAC-MAN,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,604,80,0,"100,000 .. 200,000",27,0,41,0,399,399,0,8
338390,The Technomancer,Spiders,Focus Entertainment,,1719,774,0,"100,000 .. 200,000",279,0,224,0,999,999,0,12
505210,Neon Space 2,EGAMER,EGAMER,,264,105,0,"100,000 .. 200,000",306,0,296,0,1099,1099,0,1
522570,The Last Hope,"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",,353,555,0,"100,000 .. 200,000",211,0,235,0,499,499,0,11
783240,Die pig die,Vector bundle,Vector bundle,,104,215,0,"100,000 .. 200,000",8,0,11,0,0,0,0,0
788630,Gaia Beyond,Warp Turtle,Warp Turtle,,157,48,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,2
640120,Youropa,frecle,frecle,,462,72,0,"100,000 .. 200,000",103,0,56,0,1499,1499,0,4
992640,Pagan: Absent Gods,Mad Head Games,Mad Head Games,,1413,1368,0,"100,000 .. 200,000",1455,0,454,0,1999,1999,0,0
1018010,Castlevania Anniversary Collection,Konami Digital Entertainment,Konami Digital Entertainment,,889,195,0,"100,000 .. 200,000",406,0,737,0,399,1999,80,12
1186670,Fateless,Dimitri Lozovoy,Dimitri Lozovoy,,20,6,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1214540,SUPER CIRCUIT BREAKERS,"Triverske, Mirror Queen",Triverske,,73,16,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1533420,Neon White,Angel Matrix,Annapurna Interactive,,6661,125,0,"100,000 .. 200,000",549,82,550,83,2499,2499,0,133
915310,SNKRX,a327ex,a327ex,,3620,161,0,"100,000 .. 200,000",292,25,208,25,299,299,0,20
2450,Bloody Good Time,Outerlight Ltd.,Ubisoft,,760,221,0,"100,000 .. 200,000",510,0,720,0,499,499,0,1
12330,Darkstar One,Ascaron Entertainment ltd.,Strategy First,,412,87,0,"100,000 .. 200,000",1197,0,1197,0,199,999,80,2
354430,STAR WARS - X-Wing Special Edition,Lucasfim,"LucasArts, Lucasfim, Disney",,261,82,0,"100,000 .. 200,000",46,0,46,0,999,999,0,2
369000,Pongo,Drixy Games,Plug In Digital,,357,151,0,"100,000 .. 200,000",155,0,245,0,99,99,0,1
