appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
7510,X-Blades,Gaijin Entertainment,Topware Interactive,,1873,1148,0,"500,000 .. 1,000,000",342,0,351,0,999,999,0,4
1262560,Need for Speed Most Wanted,Criterion Games,Electronic Arts,,9367,2648,0,"500,000 .. 1,000,000",492,36,184,46,499,1999,75,250
255520,Viscera Cleanup Detail: Shadow Warrior,RuneStorm,Devolver Digital,,3058,759,0,"500,000 .. 1,000,000",61,0,39,0,2999,2999,0,12
514900,>observer_,Bloober Team SA,Bloober Team,,4496,1177,0,"500,000 .. 1,000,000",309,0,244,0,0,0,0,8
485610,Ball 3D: Soccer Online,Unusualsoft,Unusualsoft,,6592,1354,0,"500,000 .. 1,000,000",2478,40,50,40,49,99,51,113
1108320,妄想破绽 Broken Delusion,,bilibili,,2491,1467,0,"500,000 .. 1,000,000",462,0,462,0,244,699,65,4
837470,Untitled Goose Game,House House,Panic,,11479,505,0,"500,000 .. 1,000,000",155,0,119,0,1999,1999,0,140
1089090,ONE PIECE: PIRATE WARRIORS 4,Koei Tecmo,BANDAI NAMCO Entertainment,,10583,926,0,"500,000 .. 1,000,000",917,32,860,32,2249,8999,75,367
611790,House Party,"Eek! Games, LLC","Eek! Games, LLC",,10929,1545,0,"500,000 .. 1,000,000",775,0,506,0,2499,2499,0,190
1120810,Eastern Exorcist,Wildfire Game（无锡野火数字科技有限公司）,bilibili,,5007,855,0,"500,000 .. 1,000,000",349,0,506,0,0,0,0,7
1147690,NGU IDLE,4G,4G,,8909,345,0,"500,000 .. 1,000,000",68747,889,1035,889,0,0,0,3970
496240,Onward,Downpour Interactive,Downpour Interactive,,5877,2236,0,"500,000 .. 1,000,000",554,0,279,0,2499,2499,0,69
222730,Reus,Abbey Games,Abbey Games,,4270,1181,0,"500,000 .. 1,000,000",281,0,155,0,999,999,0,9
266430,Anarchy Arcade,Elijah Newman-Gomez,Elijah Newman-Gomez,,1532,698,0,"500,000 .. 1,000,000",78,0,24,0,0,0,0,5
423710,Invasion: Brain Craving,New Reality Games,New Reality Games,,129,175,0,"500,000 .. 1,000,000",234,0,245,0,199,199,0,0
489940,BATTALION 1944,BULKHEAD,BULKHEAD,,9902,6691,0,"500,000 .. 1,000,000",641,30,268,30,0,0,0,15
746850,Cloudpunk,ION LANDS,"ION LANDS, Maple Whispering Limited",,10054,1241,0,"500,000 .. 1,000,000",238,8,184,16,1999,1999,0,85
654990,Dude Simulator,Kiddy,Kiddy,,1102,736,0,"500,000 .. 1,000,000",132,0,149,0,54,499,89,6
39190,Dungeon Siege,Gas Powered Games,Square Enix,,2567,622,0,"500,000 .. 1,000,000",489,0,95,0,699,699,0,53
736260,Baba Is You,Hempuli Oy,Hempuli Oy,,16133,309,0,"500,000 .. 1,000,000",563,10,300,10,1499,1499,0,135
573090,Stormworks: Build and Rescue,Geometa,Geometa,,28754,2471,0,"500,000 .. 1,000,000",9205,412,9859,586,2499,2499,0,2952
954740,Terminator: Resistance,Teyon,Reef Entertainment,,9671,792,0,"500,000 .. 1,000,000",569,8,834,8,3999,3999,0,84
536220,The Walking Dead: A New Frontier,Telltale Games,Skybound Games,,10315,2484,0,"500,000 .. 1,000,000",563,0,559,0,1499,1499,0,46
462930,AdVenture Communist,Hyper Hippo Games,Hyper Hippo Games,,2920,1508,0,"500,000 .. 1,000,000",369,17,50,17,0,0,0,62
955900,Amazing Cultivation Simulator,GSQ Games,Gamera Games,,17374,2363,0,"500,000 .. 1,000,000",4112,719,854,740,2499,2499,0,1118
326960,Killing Floor - Toy Master,"David Hensley, Alex Quick",Tripwire Interactive,,23,3,0,"500,000 .. 1,000,000",1,0,1,0,0,0,0,0
293780,Crawl,Powerhoof,Powerhoof,,5866,321,0,"500,000 .. 1,000,000",249,0,135,0,1499,1499,0,28
251950,WWII Online,Cornered Rat Software,"Playnet, Inc.",,1567,1714,0,"500,000 .. 1,000,000",86,0,32,0,0,0,0,13
905640,Combat Arms: Reloaded,"VALOFE, NEXON",VALOFE,,1457,1154,0,"500,000 .. 1,000,000",82,0,36,0,0,0,0,71
690830,Foundation,Polymorph Games,Polymorph Games,,10471,1543,0,"500,000 .. 1,000,000",888,300,545,300,2999,2999,0,1636
287980,Mini Metro,Dinosaur Polo Club,Dinosaur Polo Club,,12472,457,0,"500,000 .. 1,000,000",579,0,225,0,999,999,0,134
631510,Devil May Cry HD Collection,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,5877,568,0,"500,000 .. 1,000,000",597,23,386,23,2999,2999,0,152
365300,Transmissions: Element 120,"Shokunin, Thomas M. Visser, Vincent Thiele",Self Published,,8778,522,0,"500,000 .. 1,000,000",55,0,50,0,0,0,0,4
296470,Mount Your Friends,Stegersaurus Software Inc.,Stegersaurus Software Inc.,,7192,356,0,"500,000 .. 1,000,000",157,0,108,0,499,499,0,11
1282690,Crysis 3,Crytek,Electronic Arts,,4211,689,0,"500,000 .. 1,000,000",223,0,222,0,2999,2999,0,36
252850,Streamline,Proletariat Inc.,Proletariat Inc.,,1447,592,0,"500,000 .. 1,000,000",241,0,270,0,0,0,0,1
212200,Mabinogi,NEXON Korea Corp.,Nexon America Inc.,,2570,862,0,"500,000 .. 1,000,000",16052,14,1575,14,0,0,0,450
589360,Ni no Kuni II: Revenant Kingdom,Level-5,BANDAI NAMCO Entertainment,,8012,1476,0,"500,000 .. 1,000,000",1292,0,1089,0,5999,5999,0,218
1388770,Cruelty Squad,Consumer Softproducts,Consumer Softproducts,,8712,254,0,"500,000 .. 1,000,000",276,12,220,12,1999,1999,0,51
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,,10937,1245,0,"500,000 .. 1,000,000",839,0,455,0,1999,1999,0,48
512470,The Pirate: Caribbean Hunt,Home Net Games,Home Net Games,,3238,735,0,"500,000 .. 1,000,000",135,0,26,0,0,0,0,39
72200,Universe Sandbox Legacy,Giant Army,Giant Army,,2368,554,0,"500,000 .. 1,000,000",137,0,46,0,0,0,0,20
351640,Eternal Senia,Sanctum Games,Sanctum Games,,11451,283,0,"500,000 .. 1,000,000",185,0,127,0,0,0,0,4
626690,Sword Art Online: Fatal Bullet,DIMPS,BANDAI NAMCO Entertainment,,13901,3544,0,"500,000 .. 1,000,000",1130,0,557,0,3999,3999,0,111
593280,Cat Quest,The Gentlebros,PQube,,6313,318,0,"500,000 .. 1,000,000",2538,0,271,0,1299,1299,0,24
1284210,Guild Wars 2,ArenaNet®,NCSOFT,,3868,558,0,"500,000 .. 1,000,000",398,384,318,675,0,0,0,3987
921590,DISSIDIA FINAL FANTASY NT Free Edition,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,,1378,1801,0,"500,000 .. 1,000,000",71,0,44,0,0,0,0,11
428550,Momodora: Reverie Under The Moonlight,Bombservice,PLAYISM,,9076,594,0,"500,000 .. 1,000,000",221,0,161,0,399,999,60,11
13230,Unreal Tournament 2004: Editor's Choice Edition,"Epic Games, Inc.","Epic Games, Inc.",,3415,85,0,"500,000 .. 1,000,000",237,0,158,0,1499,1499,0,68
224920,Legacy of Kain: Soul Reaver,Crystal Dynamics,Square Enix,,1287,455,0,"500,000 .. 1,000,000",28,0,13,0,0,0,0,3
429660,Tales of Berseria,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,14313,1210,0,"500,000 .. 1,000,000",1110,2099,476,2099,4999,4999,0,412
597170,Clone Drone in the Danger Zone,Doborog Games,Doborog Games,,19138,581,0,"500,000 .. 1,000,000",1130,19,1265,19,1199,1999,40,252
1384160,GUILTY GEAR -STRIVE-,Arc System Works,Arc System Works,,29721,2624,0,"500,000 .. 1,000,000",2397,254,1054,315,3999,3999,0,1836
1104450,Bombergrounds: Battle Royale,Gigantic Duck Games,Gigantic Duck Games,,6418,779,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,237
860510,Little Nightmares II,Tarsier Studios,BANDAI NAMCO Entertainment,,21157,1085,0,"500,000 .. 1,000,000",323,110,335,110,2999,2999,0,421
7520,Two Worlds II HD,Reality Pump Studios,"Topware Interactive, ACE",,3808,2396,0,"500,000 .. 1,000,000",435,2,408,2,1999,1999,0,446
339340,Resident Evil 0,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,7081,1392,0,"500,000 .. 1,000,000",600,140,260,140,499,1999,75,168
427290,Vampyr,DONTNOD Entertainment,Focus Entertainment,,13354,4126,0,"500,000 .. 1,000,000",731,1013,509,1013,799,3999,80,160
1115690,"Yes, Your Grace",Brave At Night,No More Robots,,5429,956,0,"500,000 .. 1,000,000",249,182,215,182,1999,1999,0,31
438180,Super Mustache,Redro Games,Back To Basics Gaming,,444,165,0,"500,000 .. 1,000,000",240,0,213,0,199,199,0,1
6980,Thief: Deadly Shadows,Ion Storm,Square Enix,,1718,373,0,"500,000 .. 1,000,000",207,0,64,0,98,899,89,12
941460,Death Trash,Crafting Legends,Crafting Legends,,2545,107,0,"500,000 .. 1,000,000",228,0,252,0,1599,1999,20,35
1017900,Age of Empires: Definitive Edition,"Forgotten Empires, Tantalus",Xbox Game Studios,,8383,1601,0,"500,000 .. 1,000,000",652,14,140,14,499,1999,75,723
533540,MONMUSU,Tentacle Games,NEKO WORKs,,4025,1012,0,"500,000 .. 1,000,000",1040,11,129,11,0,0,0,23
200900,Cave Story+,"Nicalis, Inc., Studio Pixel","Nicalis, Inc.",,6404,446,0,"500,000 .. 1,000,000",335,0,157,0,1499,1499,0,10
384300,CPUCores :: Maximize Your FPS,Smorb Software,Smorb Software,,8439,3345,0,"500,000 .. 1,000,000",14149,4235,3801,4235,1499,1499,0,250
282100,Fearless Fantasy,Enter Skies,tinyBuild,,792,259,0,"500,000 .. 1,000,000",194,0,89,0,174,699,75,8
443810,This Is the Police,Weappy Studio,THQ Nordic,,7862,1618,0,"500,000 .. 1,000,000",584,282,351,282,1499,1499,0,60
529180,Dark and Light,Snail Games USA,Snail Games USA,,5970,5104,0,"500,000 .. 1,000,000",3571,0,1096,0,1799,1799,0,89
40300,Risen,Piranha Bytes,THQ Nordic,,6667,851,0,"500,000 .. 1,000,000",832,0,320,0,999,999,0,177
501300,What Remains of Edith Finch,Giant Sparrow,Annapurna Interactive,,27160,1269,0,"500,000 .. 1,000,000",141,1,137,1,1999,1999,0,44
1097840,Gears 5,The Coalition,Xbox Game Studios,,13322,6129,0,"500,000 .. 1,000,000",792,0,537,0,3999,3999,0,254
946050,Soda Dungeon 2,"AN Productions, Poxpower",Armor Games Studios,,4329,239,0,"500,000 .. 1,000,000",993,0,194,0,0,0,0,411
249230,Risen 3 - Titan Lords,Piranha Bytes,THQ Nordic,,3975,1391,0,"500,000 .. 1,000,000",780,0,214,0,1499,1499,0,106
203630,Warlock - Master of the Arcane,Ino-Co Plus,Paradox Interactive,,2100,328,0,"500,000 .. 1,000,000",460,0,213,0,2499,2499,0,54
46510,Syberia II,Microids,Microids,,1864,310,0,"500,000 .. 1,000,000",303,0,283,0,1299,1299,0,21
446800,Transport Fever,Urban Games,Good Shepherd Entertainment,,8540,1706,0,"500,000 .. 1,000,000",8254,0,2385,0,599,2999,80,293
449680,SAMOLIOTIK,Volens Nolens Games,Volens Nolens Games,,2215,425,0,"500,000 .. 1,000,000",327,198,310,198,99,99,0,6
1238060,Dead Space 3,Visceral Games,Electronic Arts,,6360,1960,0,"500,000 .. 1,000,000",575,0,686,0,499,1999,75,205
345180,Victor Vran ARPG,Haemimont Games,"Haemimont Games, EuroVideo Medien",,5139,819,0,"500,000 .. 1,000,000",784,0,528,0,499,1999,75,62
352400,LEGO Jurassic World,TT Games Ltd,Warner Bros. Interactive Entertainment,,6018,586,0,"500,000 .. 1,000,000",1203,0,909,0,1999,1999,0,132
289950,Construction Simulator 2015,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,,5128,1163,0,"500,000 .. 1,000,000",739,0,316,0,1499,1499,0,113
232910,TrackMania² Stadium,Nadeo,Ubisoft,,5518,705,0,"500,000 .. 1,000,000",5026,38,932,61,999,999,0,113
515180,Bus Simulator 18,stillalive studios,astragon Entertainment,,8803,2121,0,"500,000 .. 1,000,000",2685,1962,636,1962,2499,2499,0,195
305260,Battle Islands,DR Studios,505 Games,,2587,821,0,"500,000 .. 1,000,000",183,0,214,0,0,0,0,24
732370,Juicy Realm,SpaceCan,XD,,2916,403,0,"500,000 .. 1,000,000",334,0,469,0,999,999,0,17
1036700,My Beautiful Paper Smile,Two Star Games,"V Publishing, Surefire.Games",,267,29,0,"500,000 .. 1,000,000",0,0,0,0,749,1499,50,1
999220,Amnesia: Rebirth,Frictional Games,Frictional Games,,5056,1544,0,"500,000 .. 1,000,000",406,0,505,0,749,2999,75,37
1105670,The Last Spell,Ishtar Games,"The Arcade Crew, Gamera Games, Dangen Entertainment",,5314,486,0,"500,000 .. 1,000,000",1083,0,1121,0,1499,1999,25,972
743450,Monster Prom,Beautiful Glitch,Those Awesome Guys,,10575,727,0,"500,000 .. 1,000,000",527,0,379,0,299,1199,75,278
451340,Gold Rush: The Game,Code Horizon,"Code Horizon, PlayWay S.A.",,8845,3494,0,"500,000 .. 1,000,000",1625,155,957,155,1999,1999,0,337
351970,Tales of Zestiria,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,,6714,1491,0,"500,000 .. 1,000,000",830,323,296,323,4999,4999,0,107
523660,HYPERCHARGE: Unboxed,Digital Cybercherries,Digital Cybercherries,,2741,286,0,"500,000 .. 1,000,000",96,0,101,0,1999,1999,0,56
443110,Armored Warfare,Obsidian Entertainment,META Publishing,,2381,1089,0,"500,000 .. 1,000,000",2284,0,1997,0,0,0,0,204
412880,Drift Streets Japan,JDM4iK Games,SA Industry,,2203,1217,0,"500,000 .. 1,000,000",277,0,335,0,499,499,0,5
471550,Nine Parchments,Frozenbyte,Frozenbyte,,2802,825,0,"500,000 .. 1,000,000",819,0,1113,0,1999,1999,0,43
249650,Blackguards,Daedalic Entertainment,Daedalic Entertainment,,2139,1317,0,"500,000 .. 1,000,000",508,0,240,0,999,999,0,20
541300,Survive the Nights,a2z Interactive,a2z Interactive,,2185,1268,0,"500,000 .. 1,000,000",293,0,383,0,749,2499,70,71
256290,Child of Light,Ubisoft Montréal,Ubisoft,,11539,928,0,"500,000 .. 1,000,000",395,0,324,0,1499,1499,0,18
503940,Railway Empire,Gaming Minds Studios,Kalypso Media,,6838,1454,0,"500,000 .. 1,000,000",2410,0,731,0,2999,2999,0,524
16450,F.E.A.R. 2: Project Origin,Monolith,"Warner Bros. Games, Warner Bros. Interactive Entertainment",,5488,884,0,"500,000 .. 1,000,000",315,1,167,1,1499,1499,0,53
64000,Men of War: Assault Squad,Digitalmindsoft,Fulqrum Publishing,,3850,512,0,"500,000 .. 1,000,000",1415,0,669,0,199,999,80,69
950100,PRO EVOLUTION SOCCER 2019 LITE,Konami Digital Entertainment,Konami Digital Entertainment,,1607,1011,0,"500,000 .. 1,000,000",887,0,136,0,0,0,0,3
795100,Friday the 13th: Killer Puzzle,Blue Wizard Digital,Blue Wizard Digital,,4710,316,0,"500,000 .. 1,000,000",152,0,36,0,0,0,0,17
311290,SpellForce 3 Reforced,Grimlore Games,THQ Nordic,,4961,1590,0,"500,000 .. 1,000,000",2006,1,1307,1,3999,3999,0,28
360170,How to Survive 2,Eko Software,505 Games,,7284,3175,0,"500,000 .. 1,000,000",584,0,245,0,299,1499,80,38
1164850,Sinking Simulator,Wicpar,Pac0master,,2805,483,0,"500,000 .. 1,000,000",79,0,31,0,99,99,0,34
39200,Dungeon Siege II,Gas Powered Games,Square Enix,,1556,566,0,"500,000 .. 1,000,000",458,0,159,0,699,699,0,55
94400,Nidhogg,Messhof,Messhof,,6509,775,0,"500,000 .. 1,000,000",284,0,198,0,999,999,0,9
288160,The Room,Fireproof Games,Fireproof Games,,20899,480,0,"500,000 .. 1,000,000",198,139,166,139,99,499,80,94
231160,The Swapper,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,,6581,374,0,"500,000 .. 1,000,000",183,0,160,0,1499,1499,0,5
562810,MONOPOLY PLUS,Ubisoft Pune,Ubisoft,,5177,6826,0,"500,000 .. 1,000,000",447,10,273,10,1499,1499,0,129
104200,BEEP,Big Fat Alien,Big Fat Alien,,3951,714,0,"500,000 .. 1,000,000",221,0,113,0,199,199,0,1
973580,Sniper Ghost Warrior Contracts,Underdog Studio,CI Games,,7041,2532,0,"500,000 .. 1,000,000",492,0,202,0,2999,2999,0,258
1672970,Minecraft Dungeons,"Mojang Studios, ‪Double Eleven",Xbox Game Studios,,5302,502,0,"500,000 .. 1,000,000",1192,26,1426,26,1999,1999,0,465
329430,State of Decay: YOSE,Undead Labs,Xbox Game Studios,,8069,1920,0,"500,000 .. 1,000,000",649,109,371,109,499,1999,75,110
1364960,Hello Neighbor 2 Alpha 1.5,"Eerie Guest, tinyBuild",tinyBuild,,4447,739,0,"500,000 .. 1,000,000",116,0,56,0,0,0,0,30
285920,TerraTech,Payload Studios,Payload Studios,,16558,1720,0,"500,000 .. 1,000,000",3127,994,1254,994,2499,2499,0,542
442120,Pinball FX3,Zen Studios,Zen Studios,,3523,484,0,"500,000 .. 1,000,000",1343,123,27,189,2397,2397,0,209
234330,MARVEL Puzzle Quest,Broken Circle Studios,D3 Go!,,2872,1244,0,"500,000 .. 1,000,000",1224,0,846,0,0,0,0,446
874240,MU Legend,VALOFE,VALOFE,,1803,1858,0,"500,000 .. 1,000,000",1577,0,289,0,0,0,0,27
1044200,Wasteland Survival,"Joyloft Co., Limited","Joyloft Co., Limited",,3210,2270,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,33
257420,Serious Sam 4,Croteam,Devolver Digital,,10221,2091,0,"500,000 .. 1,000,000",659,0,728,0,1000,1000,0,101
798420,Professional Fishing,4Fishing,Ultimate Games S.A.,,2220,704,0,"500,000 .. 1,000,000",298,0,38,0,0,0,0,85
298180,The Desolate Hope,Scott Cawthon,Scott Cawthon,,1115,106,0,"500,000 .. 1,000,000",209,0,86,0,0,0,0,2
1397920,Mr.Mine,Austin Oblouk,Playsaurus,,11237,938,0,"500,000 .. 1,000,000",2391,751,530,751,0,0,0,1052
422250,ShipLord,EGAMER,SA Industry,,358,300,0,"500,000 .. 1,000,000",285,0,265,0,109,1099,90,6
1262600,Need for Speed Rivals,Criterion Games,Electronic Arts,,3442,1166,0,"500,000 .. 1,000,000",480,24,547,24,499,1999,75,105
2300,DOOM II,id Software,id Software,,6266,336,0,"500,000 .. 1,000,000",151,11,111,11,199,499,60,59
418340,RWBY: Grimm Eclipse,Rooster Teeth Games,Rooster Teeth Games,,9331,2141,0,"500,000 .. 1,000,000",593,0,296,0,1999,1999,0,4
438020,AI: Rampage,Sekerin Productions,New Reality Games,,167,294,0,"500,000 .. 1,000,000",242,0,261,0,199,199,0,0
1475380,TheDawn,LIMITED,LIMITED,,7271,552,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,8
1621690,Core Keeper,Pugstorm,Fireshine Games,,14189,1478,0,"500,000 .. 1,000,000",1404,100,597,113,1299,1299,0,2729
302590,Of Guards And Thieves,"Subvert Games, Polygon Moon","Subvert Games, Polygon Moon",,3627,623,0,"500,000 .. 1,000,000",154,0,67,0,0,0,0,11
332800,Five Nights at Freddy's 2,Scott Cawthon,Scott Cawthon,,14734,1012,0,"500,000 .. 1,000,000",409,0,148,0,799,799,0,29
1262540,Need for Speed,Ghost Games,Electronic Arts,,9257,3829,0,"500,000 .. 1,000,000",709,102,526,135,749,2999,75,336
398710,Timberman,Digital Melody,Forever Entertainment S. A.,,10222,684,0,"500,000 .. 1,000,000",240,0,136,0,99,99,0,17
616560,Ultimate Epic Battle Simulator,Brilliant Game Studios,Brilliant Game Studios,,8549,2758,0,"500,000 .. 1,000,000",169,32,35,32,1499,1499,0,52
729040,Borderlands Game of the Year Enhanced,"Gearbox Software, Blind Squirrel Games",2K,,14207,2286,0,"500,000 .. 1,000,000",667,0,238,0,2999,2999,0,442
526790,Monsti,Old Games,Old Games,,375,240,0,"500,000 .. 1,000,000",283,0,310,0,199,199,0,4
63710,BIT.TRIP RUNNER,Gaijin Games,Gaijin Games,,3278,530,0,"500,000 .. 1,000,000",180,0,112,0,999,999,0,1
428690,Youtubers Life,U-Play Online,"U-Play Online, ",,9734,3093,0,"500,000 .. 1,000,000",836,157,703,157,824,2499,67,81
212390,Continent of the Ninth Seal,"VALOFE, Webzen",VALOFE,,977,379,0,"500,000 .. 1,000,000",83,0,29,0,0,0,0,0
410900,Forts,EarthWork Games,EarthWork Games,,12224,1150,0,"500,000 .. 1,000,000",819,84,401,129,1499,1499,0,524
1118310,RetroArch,Libretro,Libretro,,3189,356,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,387
48220,Might & Magic: Heroes VI,Blackhole,Ubisoft,,3840,4108,0,"500,000 .. 1,000,000",2330,0,1956,0,1999,1999,0,97
567680,The Pasture,Mikhail Maksimov,Sometimes You,,83,103,0,"500,000 .. 1,000,000",207,0,233,0,99,99,0,0
266210,One Way Heroics,Smoking WOLF,PLAYISM,,3667,226,0,"500,000 .. 1,000,000",657,0,272,0,349,349,0,13
973760,Thronebreaker: The Witcher Tales,CD PROJEKT RED,CD PROJEKT RED,,12158,1591,0,"500,000 .. 1,000,000",958,78,871,78,599,1999,70,99
98200,Frozen Synapse,Mode 7,Mode 7,,2102,446,0,"500,000 .. 1,000,000",346,0,143,0,2499,2499,0,2
234190,Receiver,Wolfire Games,Wolfire Games,,3227,804,0,"500,000 .. 1,000,000",109,16,31,16,499,499,0,3
1012880,60 Seconds! Reatomized,Robot Gentleman,Robot Gentleman,,8467,576,0,"500,000 .. 1,000,000",284,77,160,87,999,999,0,202
343360,Particula,Microblast Games,SA Industry,,1554,685,0,"500,000 .. 1,000,000",439,0,347,0,51,99,48,28
17440,SPORE Creepy & Cute Parts Pack,Maxis™,Electronic Arts,,1372,170,0,"500,000 .. 1,000,000",568,2485,63,2485,1999,1999,0,35
287920,Mortal Online,Star Vault AB,Star Vault AB,,1531,1401,0,"500,000 .. 1,000,000",180,0,139,0,0,0,0,20
265300,Lords Of The Fallen 2014,"CI Games, Deck 13",CI Games,,10865,7207,0,"500,000 .. 1,000,000",479,317,164,317,2999,2999,0,53
1062090,Timberborn,Mechanistry,Mechanistry,,13792,820,0,"500,000 .. 1,000,000",2014,348,1238,449,1999,2499,20,2323
535760,Unforgiving Trials: The Space Crusade,Amaterasu Software,Amaterasu Software,,177,114,0,"500,000 .. 1,000,000",230,0,254,0,99,99,0,1
578650,The Outer Worlds,Obsidian Entertainment,Private Division,,17811,3076,0,"500,000 .. 1,000,000",1173,40,1170,49,5999,5999,0,660
1267910,Melvor Idle,Games by Malcs,Jagex Ltd,,6490,505,0,"500,000 .. 1,000,000",17478,4349,8958,4516,999,999,0,10958
32360,The Secret of Monkey Island: Special Edition,LucasArts,"LucasArts, Lucasfilm, Disney",,4432,211,0,"500,000 .. 1,000,000",501,0,373,0,999,999,0,98
1892810,Fishy Business,TriponikaJik, Gales Corp. ,,12,6,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,0
420530,OneShot,Future Cat LLC,Komodo,,30454,559,0,"500,000 .. 1,000,000",373,0,403,0,999,999,0,57
519190,Next Day: Survival,SOFF Games,Last Level,,6367,3735,0,"500,000 .. 1,000,000",513,0,186,0,999,999,0,14
1041720,Kingdoms of Amalur: Re-Reckoning,"KAIKO, Big Huge Games, 38 Studios",THQ Nordic,,3644,1247,0,"500,000 .. 1,000,000",764,13,832,13,3999,3999,0,152
11610,Dragon Nest,Eyedentity Games Inc.,Eyedentity Games Inc.,,1632,601,0,"500,000 .. 1,000,000",14008,0,401,0,0,0,0,26
250760,Shovel Knight: Treasure Trove,Yacht Club Games,Yacht Club Games,,13870,545,0,"500,000 .. 1,000,000",1141,0,558,0,3999,3999,0,215
847370,Sunset Overdrive,"Insomniac Games, Blind Squirrel Games",Xbox Game Studios,,8275,904,0,"500,000 .. 1,000,000",414,0,240,0,999,1999,50,59
285330,RollerCoaster Tycoon 2: Triple Thrill Pack,Chris Sawyer Productions,Atari,,3890,485,0,"500,000 .. 1,000,000",393,0,110,0,999,999,0,123
32390,STAR WARS Jedi Knight - Mysteries of the Sith,LucasArts,"LucasArts, Lucasfilm, Disney",,546,279,0,"500,000 .. 1,000,000",28,0,11,0,299,299,0,2
2820,X3: Terran Conflict,Egosoft,Egosoft,,2174,373,0,"500,000 .. 1,000,000",1000,0,105,0,1599,1599,0,90
1476970,Legends of IdleOn - Idle MMO,Lavaflame2,Lavaflame2,,7841,962,0,"500,000 .. 1,000,000",952,240,243,240,0,0,0,2557
1116960,UNDEFEATED,UNDEFEATED Games,Vantan Game Academy,,4883,615,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,23
859570,Secret Neighbor: Hello Neighbor Multiplayer,"Hologryph, Eerie Guest Studios",tinyBuild,,12776,1831,0,"500,000 .. 1,000,000",237,0,179,0,499,1999,75,277
546050,Puyo PuyoTetris,"Sonic Team, Bitbaboon",SEGA,,4213,818,0,"500,000 .. 1,000,000",2357,7,2244,7,1999,1999,0,57
1218740,Rakion Chaos Force,"Neosonyx Co., Ltd.","Neosonyx Co., Ltd.",,1884,1235,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,85
673950,Farm Together,Milkstone Studios,Milkstone Studios,,17110,1068,0,"500,000 .. 1,000,000",4798,0,1057,0,1999,1999,0,1250
641320,Cooking Simulator,Big Cheese Studio,"Big Cheese Studio, PlayWay S.A.",,12268,2333,0,"500,000 .. 1,000,000",470,0,246,0,899,1999,55,147
1811260,EA SPORTS FIFA 23,EA Canada & EA Romania,Electronic Arts,,8711,12642,0,"500,000 .. 1,000,000",2279,1255,2072,1339,6999,6999,0,44813
342180,Arizona Sunshine,"Vertigo Games, Jaywalkers Interactive",Vertigo Games,,6427,1611,0,"500,000 .. 1,000,000",302,0,161,0,2999,2999,0,74
1843760,Rogue Tower,Die of Death Games,Die of Death Games,,2906,625,0,"500,000 .. 1,000,000",999,431,1033,431,1499,1499,0,390
493490,City Car Driving,"Forward Development, Ltd.","Forward Global Group, Ltd.",,14699,3347,0,"500,000 .. 1,000,000",1309,46,375,46,2499,2499,0,551
45740,Dead Rising 2,Capcom Vancouver,Capcom,,4669,1327,0,"500,000 .. 1,000,000",567,29,249,29,1999,1999,0,57
22490,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,100,46753,2153,95,"500,000 .. 1,000,000",3090,3791,1821,3797,999,999,0,799
625340,XERA: Survival,Spotted Kiwi Interactive,Spotted Kiwi Interactive,,4619,2145,0,"500,000 .. 1,000,000",301,0,128,0,0,0,0,107
1149460,ICARUS,RocketWerkz,RocketWerkz,,16538,8789,0,"500,000 .. 1,000,000",2689,1867,1341,1867,3499,3499,0,1643
70300,VVVVVV,Terry Cavanagh,Terry Cavanagh,,8583,331,0,"500,000 .. 1,000,000",139,0,74,0,499,499,0,14
391070,Stellar 2D,quad games,Back To Basics Gaming,,377,586,0,"500,000 .. 1,000,000",225,0,218,0,199,199,0,1
1288310,Firework,Shiying Studio,Gamera Games,,27706,543,0,"500,000 .. 1,000,000",208,0,212,0,599,999,40,45
409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",Crows Crows Crows,Crows Crows Crows,,8604,598,0,"500,000 .. 1,000,000",45,0,49,0,0,0,0,3
362680,Fran Bow,Killmonday Games AB,Killmonday Games AB,,11821,350,0,"500,000 .. 1,000,000",355,0,399,0,374,1499,75,65
